station,variable,year,month,month_num,value
Gupis,min_temp,1987,May,5,9.9
Gupis,min_temp,1987,June,6,13.2
Gupis,min_temp,1987,July,7,15.9
Gupis,min_temp,1987,August,8,17.3
Gupis,min_temp,1987,September,9,14.6
Gupis,min_temp,1987,October,10,5.8
Gupis,min_temp,1987,November,11,0.5
Gupis,min_temp,1987,December,12,-2.9
Gupis,min_temp,1988,January,1,-3.1
Gupis,min_temp,1988,February,2,-2.0
Gupis,min_temp,1988,March,3,1.4
Gupis,min_temp,1988,April,4,8.1
Gupis,min_temp,1988,May,5,11.0
Gupis,min_temp,1988,June,6,14.1
Gupis,min_temp,1988,July,7,19.8
Gupis,min_temp,1988,August,8,16.1
Gupis,min_temp,1988,September,9,13.4
Gupis,min_temp,1988,October,10,5.6
Gupis,min_temp,1988,November,11,1.6
Gupis,min_temp,1988,December,12,-2.2
Gupis,min_temp,1989,January,1,-7.3
Gupis,min_temp,1989,February,2,-5.1
Gupis,min_temp,1989,March,3,1.1
Gupis,min_temp,1989,April,4,5.5
Gupis,min_temp,1989,May,5,8.5
Gupis,min_temp,1989,June,6,14.0
Gupis,min_temp,1989,July,7,14.6
Gupis,min_temp,1989,August,8,14.0
Gupis,min_temp,1989,September,9,11.6
Gupis,min_temp,1989,October,10,5.9
Gupis,min_temp,1989,November,11,-0.1
Gupis,min_temp,1989,December,12,-3.0
Gupis,min_temp,1990,January,1,-3.3
Gupis,min_temp,1990,February,2,-3.0
Gupis,min_temp,1990,March,3,-0.2
Gupis,min_temp,1990,April,4,5.2
Gupis,min_temp,1990,May,5,12.0
Gupis,min_temp,1990,June,6,12.9
Gupis,min_temp,1990,July,7,17.5
Gupis,min_temp,1990,August,8,17.4
Gupis,min_temp,1990,September,9,13.3
Gupis,min_temp,1990,October,10,4.5
Gupis,min_temp,1990,November,11,0.7
Gupis,min_temp,1990,December,12,-2.7
Gupis,min_temp,1991,January,1,-7.0
Gupis,min_temp,1991,February,2,-5.0
Gupis,min_temp,1991,March,3,-0.4
Gupis,min_temp,1991,April,4,5.2
Gupis,min_temp,1991,May,5,8.0
Gupis,min_temp,1991,June,6,13.3
Gupis,min_temp,1991,July,7,16.2
Gupis,min_temp,1991,August,8,16.2
Gupis,min_temp,1991,September,9,12.8
Gupis,min_temp,1991,October,10,4.8
Gupis,min_temp,1991,November,11,-0.1
Gupis,min_temp,1991,December,12,-2.3
Gupis,min_temp,1992,January,1,-5.5
Gupis,min_temp,1992,February,2,-8.0
Gupis,min_temp,1992,March,3,-1.4
Gupis,min_temp,1992,April,4,4.6
Gupis,min_temp,1992,May,5,9.5
Gupis,min_temp,1992,June,6,13.3
Gupis,min_temp,1992,July,7,16.8
Gupis,min_temp,1992,August,8,15.0
Gupis,min_temp,1992,September,9,10.3
Gupis,min_temp,1992,October,10,4.4
Gupis,min_temp,1992,November,11,-0.2
Gupis,min_temp,1992,December,12,-3.0
Gupis,min_temp,1993,January,1,-7.5
Gupis,min_temp,1993,February,2,-2.5
Gupis,min_temp,1993,March,3,-1.1
Gupis,min_temp,1993,April,4,6.6
Gupis,min_temp,1993,May,5,9.6
Gupis,min_temp,1993,June,6,12.4
Gupis,min_temp,1993,July,7,14.4
Gupis,min_temp,1993,August,8,13.4
Gupis,min_temp,1993,September,9,11.4
Gupis,min_temp,1993,October,10,4.3
Gupis,min_temp,1993,November,11,-0.6
Gupis,min_temp,1993,December,12,-3.6
Gupis,min_temp,1994,January,1,-6.4
Gupis,min_temp,1994,February,2,-5.8
Gupis,min_temp,1994,March,3,0.6
Gupis,min_temp,1994,April,4,3.3
Gupis,min_temp,1994,May,5,9.9
Gupis,min_temp,1994,June,6,13.6
Gupis,min_temp,1994,July,7,17.6
Gupis,min_temp,1994,August,8,17.6
Gupis,min_temp,1994,September,9,10.2
Gupis,min_temp,1994,October,10,4.2
Gupis,min_temp,1994,November,11,0.0
Gupis,min_temp,1994,December,12,-5.3
Gupis,min_temp,1995,January,1,-9.3
Gupis,min_temp,1995,February,2,-5.3
Gupis,min_temp,1995,March,3,-0.1
Gupis,min_temp,1995,April,4,4.4
Gupis,min_temp,1995,May,5,8.7
Gupis,min_temp,1995,June,6,11.7
Gupis,min_temp,1995,July,7,17.2
Gupis,min_temp,1995,August,8,16.0
Gupis,min_temp,1995,September,9,10.0
Gupis,min_temp,1995,October,10,4.4
Gupis,min_temp,1995,November,11,-1.2
Gupis,min_temp,1995,December,12,-6.2
Gupis,min_temp,1996,January,1,-8.2
Gupis,min_temp,1996,February,2,-4.1
Gupis,min_temp,1996,March,3,0.8
Gupis,min_temp,1996,April,4,4.7
Gupis,min_temp,1996,May,5,6.5
Gupis,min_temp,1996,June,6,11.9
Gupis,min_temp,1996,July,7,13.3
Gupis,min_temp,1996,August,8,16.4
Gupis,min_temp,1996,September,9,14.6
Gupis,min_temp,1996,October,10,5.7
Gupis,min_temp,1996,November,11,0.9
Gupis,min_temp,1996,December,12,-4.1
Gupis,min_temp,1997,January,1,-4.0
Gupis,min_temp,1997,February,2,-2.5
Gupis,min_temp,1997,March,3,2.0
Gupis,min_temp,1997,April,4,9.0
Gupis,min_temp,1997,May,5,10.3
Gupis,min_temp,1997,June,6,15.7
Gupis,min_temp,1997,July,7,17.8
Gupis,min_temp,1997,August,8,14.7
Gupis,min_temp,1997,September,9,12.0
Gupis,min_temp,1997,October,10,6.6
Gupis,min_temp,1997,November,11,0.5
Gupis,min_temp,1997,December,12,-3.1
Gupis,min_temp,1998,January,1,-5.8
Gupis,min_temp,1998,February,2,-3.4
Gupis,min_temp,1998,March,3,0.5
Gupis,min_temp,1998,April,4,7.3
Gupis,min_temp,1998,May,5,9.9
Gupis,min_temp,1998,June,6,11.2
Gupis,min_temp,1998,July,7,16.9
Gupis,min_temp,1998,August,8,15.4
Gupis,min_temp,1998,September,9,11.7
Gupis,min_temp,1998,October,10,6.3
Gupis,min_temp,1998,November,11,-0.1
Gupis,min_temp,1998,December,12,-3.6
Gupis,min_temp,1999,January,1,-4.8
Gupis,min_temp,1999,February,2,-2.9
Gupis,min_temp,1999,March,3,0.1
Gupis,min_temp,1999,April,4,4.1
Gupis,min_temp,1999,May,5,9.9
Gupis,min_temp,1999,June,6,13.0
Gupis,min_temp,1999,July,7,15.3
Gupis,min_temp,1999,August,8,14.3
Gupis,min_temp,1999,September,9,10.5
Gupis,min_temp,1999,October,10,6.7
Gupis,min_temp,1999,November,11,2.5
Gupis,min_temp,1999,December,12,-3.6
Gupis,min_temp,2000,January,1,-5.0
Gupis,min_temp,2000,February,2,-4.6
Gupis,min_temp,2000,March,3,1.3
Gupis,min_temp,2000,April,4,6.6
Gupis,min_temp,2000,May,5,13.4
Gupis,min_temp,2000,June,6,14.6
Gupis,min_temp,2000,July,7,17.1
Gupis,min_temp,2000,August,8,16.9
Gupis,min_temp,2000,September,9,12.9
Gupis,min_temp,2000,October,10,7.3
Gupis,min_temp,2000,November,11,1.7
Gupis,min_temp,2000,December,12,-3.0
Gupis,min_temp,2001,January,1,-4.7
Gupis,min_temp,2001,February,2,-1.0
Gupis,min_temp,2001,March,3,3.3
Gupis,min_temp,2001,April,4,9.3
Gupis,min_temp,2001,May,5,14.8
Gupis,min_temp,2001,June,6,17.7
Gupis,min_temp,2001,July,7,18.6
Gupis,min_temp,2001,August,8,16.5
Gupis,min_temp,2001,September,9,12.3
Gupis,min_temp,2001,October,10,7.6
Gupis,min_temp,2001,November,11,1.3
Gupis,min_temp,2001,December,12,-2.7
Gupis,min_temp,2002,January,1,-5.7
Gupis,min_temp,2002,February,2,-1.7
Gupis,min_temp,2002,March,3,3.7
Gupis,min_temp,2002,May,5,10.1
Gupis,min_temp,2002,June,6,15.4
Gupis,min_temp,2002,July,7,16.4
Gupis,min_temp,2002,August,8,17.8
Gupis,min_temp,2002,September,9,11.5
Gupis,min_temp,2002,October,10,7.6
Gupis,min_temp,2002,November,11,2.5
Gupis,min_temp,2002,December,12,-1.3
Gupis,min_temp,2003,January,1,-3.7
Gupis,min_temp,2003,February,2,-2.0
Gupis,min_temp,2003,March,3,0.5
Gupis,min_temp,2003,April,4,5.4
Gupis,min_temp,2003,May,5,8.2
Gupis,min_temp,2003,June,6,15.3
Gupis,min_temp,2003,July,7,17.6
Gupis,min_temp,2003,August,8,15.5
Gupis,min_temp,2003,September,9,10.0
Gupis,min_temp,2003,October,10,5.5
Gupis,min_temp,2003,November,11,0.8
Gupis,min_temp,2003,December,12,-3.5
Gupis,min_temp,2004,January,1,-5.1
Gupis,min_temp,2004,February,2,-3.7
Gupis,min_temp,2004,March,3,5.0
Gupis,min_temp,2004,April,4,8.8
Gupis,min_temp,2004,May,5,11.1
Gupis,min_temp,2004,June,6,15.1
Gupis,min_temp,2004,July,7,16.4
Gupis,min_temp,2004,August,8,16.1
Gupis,min_temp,2004,September,9,12.5
Gupis,min_temp,2004,October,10,5.5
Gupis,min_temp,2004,November,11,1.9
Gupis,min_temp,2004,December,12,-1.0
Gupis,min_temp,2005,January,1,-5.7
Gupis,min_temp,2005,February,2,-2.6
Gupis,min_temp,2005,March,3,4.0
Gupis,min_temp,2005,April,4,5.7
Gupis,min_temp,2005,May,5,9.7
Gupis,min_temp,2005,June,6,14.5
Gupis,min_temp,2005,July,7,17.3
Gupis,min_temp,2005,August,8,15.8
Gupis,min_temp,2005,September,9,12.9
Gupis,min_temp,2005,October,10,5.6
Gupis,min_temp,2005,November,11,0.9
Gupis,min_temp,2005,December,12,-5.0
Gupis,min_temp,2006,January,1,-5.4
Gupis,min_temp,2006,February,2,0.9
Gupis,min_temp,2006,March,3,3.7
Gupis,min_temp,2006,April,4,7.8
Gupis,min_temp,2006,May,5,14.3
Gupis,min_temp,2006,June,6,14.5
Gupis,min_temp,2006,July,7,18.4
Gupis,min_temp,2006,August,8,11.9
Gupis,min_temp,2006,September,9,12.2
Gupis,min_temp,2006,October,10,8.0
Gupis,min_temp,2006,November,11,2.2
Gupis,min_temp,2006,December,12,-4.9
Gupis,min_temp,2007,January,1,-8.0
Gupis,min_temp,2007,February,2,-1.1
Gupis,min_temp,2007,March,3,1.5
Gupis,min_temp,2007,April,4,8.3
Gupis,min_temp,2007,May,5,11.3
Gupis,min_temp,2007,June,6,15.1
Gupis,min_temp,2007,July,7,15.0
Gupis,min_temp,2007,August,8,15.7
Gupis,min_temp,2007,September,9,11.6
Gupis,min_temp,2007,October,10,4.3
Gupis,min_temp,2007,November,11,-0.9
Gupis,min_temp,2007,December,12,-5.4
Gupis,min_temp,2008,January,1,-8.2
Gupis,min_temp,2008,February,2,-6.4
Gupis,min_temp,2008,March,3,3.4
Gupis,min_temp,2008,April,4,6.2
Gupis,min_temp,2008,May,5,11.8
Gupis,min_temp,2008,June,6,16.8
Gupis,min_temp,2008,July,7,16.9
Gupis,min_temp,2008,August,8,15.0
Gupis,min_temp,2008,September,9,9.7
Gupis,min_temp,2008,October,10,5.4
Gupis,min_temp,2008,November,11,0.3
Gupis,min_temp,2008,December,12,-4.8
Gupis,min_temp,2009,January,1,-7.3
Gupis,min_temp,2009,February,2,-6.2
Gupis,min_temp,2009,March,3,-0.5
Gupis,min_temp,2009,April,4,5.5
Gupis,min_temp,2009,May,5,10.8
Gupis,min_temp,2009,June,6,12.1
Gupis,min_temp,2009,July,7,16.3
Gupis,min_temp,2009,August,8,18.1
Gupis,min_temp,2009,September,9,11.4
Gupis,min_temp,2009,October,10,5.9
Gupis,min_temp,2009,November,11,-0.5
Gupis,min_temp,2009,December,12,-6.0
Gupis,min_temp,2010,January,1,-5.7
Gupis,min_temp,2010,February,2,-3.3
Gupis,min_temp,2010,March,3,4.1
Gupis,min_temp,2010,April,4,8.4
Gupis,min_temp,2010,May,5,10.6
Gupis,min_temp,2010,June,6,12.4
Gupis,min_temp,2010,July,7,16.0
Gupis,min_temp,2010,August,8,15.7
Gupis,min_temp,2010,September,9,11.5
Gupis,min_temp,2010,October,10,6.9
Gupis,min_temp,2010,November,11,0.0
Gupis,min_temp,2010,December,12,-6.5
Gupis,min_temp,2011,January,1,-8.3871
Gupis,min_temp,2011,February,2,-6.0
Gupis,min_temp,2011,March,3,0.62903
Gupis,min_temp,2011,April,4,6.4833
Gupis,min_temp,2011,May,5,13.565
Gupis,min_temp,2011,June,6,16.85
Gupis,min_temp,2011,July,7,17.032
Gupis,min_temp,2011,August,8,17.0
Gupis,min_temp,2011,September,9,12.583
Gupis,min_temp,2011,October,10,6.2903
Gupis,min_temp,2011,November,11,-0.033333
Gupis,min_temp,2011,December,12,-5.1935
Gupis,min_temp,2012,January,1,-7.4968
Gupis,min_temp,2012,February,2,-4.9448
Gupis,min_temp,2012,March,3,-0.066667
Gupis,min_temp,2012,April,4,6.9375
Gupis,min_temp,2012,May,5,9.3167
Gupis,min_temp,2012,June,6,12.426
Gupis,min_temp,2012,July,7,17.517
Gupis,min_temp,2012,August,8,16.271
Gupis,min_temp,2012,September,9,11.733
Gupis,min_temp,2012,October,10,5.2633
Gupis,min_temp,2012,November,11,0.46552
Gupis,min_temp,2012,December,12,-4.0645
Gupis,min_temp,2013,January,1,-7.1452
Gupis,min_temp,2013,February,2,-3.8036
Gupis,min_temp,2013,March,3,2.4387
Gupis,min_temp,2013,April,4,7.1333
Gupis,min_temp,2013,May,5,9.1452
Gupis,min_temp,2013,June,6,15.733
Gupis,min_temp,2013,July,7,18.597
Gupis,min_temp,2013,August,8,16.113
Gupis,min_temp,2013,September,9,13.717
Gupis,min_temp,2013,October,10,8.0968
Gupis,min_temp,2013,November,11,-1.2
Gupis,min_temp,2013,December,12,-4.1935
Gupis,min_temp,2014,January,1,-6.9194
Gupis,min_temp,2014,February,2,-4.0192
Gupis,min_temp,2014,March,3,1.0323
Gupis,min_temp,2014,April,4,5.9833
Gupis,min_temp,2014,May,5,11.1
Gupis,min_temp,2014,June,6,13.567
Gupis,min_temp,2014,July,7,16.683
Gupis,min_temp,2014,August,8,15.597
Gupis,min_temp,2014,September,9,12.63
Gupis,min_temp,2014,October,10,6.85
Gupis,min_temp,2014,November,11,0.36667
Gupis,min_temp,2014,December,12,-4.1452
Gupis,min_temp,2015,January,1,-5.45
Gupis,min_temp,2015,February,2,-2.3889
Gupis,min_temp,2015,March,3,1.1935
Gupis,min_temp,2015,April,4,7.6667
Gupis,min_temp,2015,May,5,9.5161
Gupis,min_temp,2015,June,6,14.426
Gupis,min_temp,2015,July,7,17.65
Gupis,min_temp,2015,August,8,17.0
Gupis,min_temp,2015,September,9,11.4
Gupis,min_temp,2015,October,10,25.083
Gupis,min_temp,2015,November,11,0.17857
Gupis,min_temp,2015,December,12,-4.9074
Gupis,min_temp,2016,January,1,-6.1346
Gupis,min_temp,2016,February,2,-2.5172
Gupis,min_temp,2016,March,3,2.7581
Gupis,min_temp,2016,April,4,6.7333
Gupis,min_temp,2016,May,5,12.174
Gupis,min_temp,2016,June,6,16.083
Gupis,min_temp,2016,July,7,16.645
Gupis,min_temp,2016,August,8,14.226
Gupis,min_temp,2016,September,9,11.283
Gupis,min_temp,2016,October,10,7.2258
Gupis,min_temp,2016,November,11,0.55
Gupis,min_temp,2016,December,12,-4.2742
Gupis,min_temp,2017,January,1,-5.6774
Gupis,min_temp,2017,February,2,-3.5893
Gupis,min_temp,2017,March,3,0.43548
Gupis,min_temp,2017,April,4,6.3
Gupis,min_temp,2017,May,5,11.581
Gupis,min_temp,2017,June,6,15.533
Gupis,min_temp,2017,July,7,16.468
Gupis,min_temp,2017,August,8,15.129
Gupis,min_temp,2017,September,9,11.083
Gupis,min_temp,2017,October,10,6.0968
Gupis,min_temp,2017,November,11,0.0
Gupis,min_temp,2017,December,12,-3.8548
Gupis,min_temp,2018,January,1,-6.6
Gupis,min_temp,2018,February,2,-2.0
Gupis,min_temp,2018,March,3,4.4
Gupis,min_temp,2018,April,4,7.6
Gupis,min_temp,2018,May,5,9.8
Gupis,min_temp,2018,June,6,15.4
Gupis,min_temp,2018,July,7,17.7
Gupis,min_temp,2018,August,8,16.2
Gupis,min_temp,2018,September,9,12.1
Gupis,min_temp,2018,October,10,4.1
Gupis,min_temp,2018,November,11,-1.2
Gupis,min_temp,2018,December,12,-6.0
Gupis,min_temp,2019,January,1,-8.1
Gupis,min_temp,2019,February,2,-4.9
Gupis,min_temp,2019,March,3,-0.4
Gupis,min_temp,2019,April,4,7.0
Gupis,min_temp,2019,May,5,9.3
Gupis,min_temp,2019,June,6,10.7
Gupis,min_temp,2019,July,7,16.8
Gupis,min_temp,2019,August,8,14.0
Gupis,min_temp,2019,September,9,12.0
Gupis,min_temp,2019,October,10,4.8
Gupis,min_temp,2019,November,11,-0.4
Gupis,min_temp,2019,December,12,-7.5
Gupis,precipitation,1984,January,1,12.2
Gupis,precipitation,1984,February,2,0.0
Gupis,precipitation,1984,March,3,0.0
Gupis,precipitation,1984,April,4,20.0
Gupis,precipitation,1984,May,5,16.8
Gupis,precipitation,1984,June,6,0.0
Gupis,precipitation,1984,July,7,0.0
Gupis,precipitation,1984,August,8,5.6
Gupis,precipitation,1984,September,9,3.0
Gupis,precipitation,1984,October,10,0.0
Gupis,precipitation,1984,November,11,8.3
Gupis,precipitation,1984,December,12,0.8
Gupis,precipitation,1985,January,1,4.0
Gupis,precipitation,1985,February,2,6.1
Gupis,precipitation,1985,March,3,4.0
Gupis,precipitation,1985,April,4,0.0
Gupis,precipitation,1985,May,5,2.5
Gupis,precipitation,1985,June,6,0.0
Gupis,precipitation,1985,July,7,5.4
Gupis,precipitation,1985,August,8,29.2
Gupis,precipitation,1985,September,9,7.1
Gupis,precipitation,1985,October,10,2.8
Gupis,precipitation,1985,November,11,0.0
Gupis,precipitation,1985,December,12,1.5
Gupis,precipitation,1986,January,1,4.0
Gupis,precipitation,1986,February,2,0.0
Gupis,precipitation,1986,March,3,13.3
Gupis,precipitation,1986,April,4,14.7
Gupis,precipitation,1986,May,5,10.9
Gupis,precipitation,1986,June,6,0.0
Gupis,precipitation,1986,July,7,6.3
Gupis,precipitation,1986,August,8,37.8
Gupis,precipitation,1986,September,9,15.8
Gupis,precipitation,1986,October,10,0.0
Gupis,precipitation,1986,November,11,0.0
Gupis,precipitation,1986,December,12,0.0
Gupis,precipitation,1987,February,2,9.1
Gupis,precipitation,1987,March,3,9.4
Gupis,precipitation,1987,April,4,20.9
Gupis,precipitation,1987,July,7,12.9
Gupis,precipitation,1987,September,9,0.0
Gupis,precipitation,1987,October,10,10.2
Gupis,precipitation,1988,January,1,4.6
Gupis,precipitation,1988,February,2,2.7
Gupis,precipitation,1988,March,3,11.7
Gupis,precipitation,1988,April,4,1.5
Gupis,precipitation,1988,June,6,17.5
Gupis,precipitation,1988,July,7,15.8
Gupis,precipitation,1988,August,8,30.2
Gupis,precipitation,1988,September,9,14.5
Gupis,precipitation,1988,October,10,4.8
Gupis,precipitation,1988,November,11,0.0
Gupis,precipitation,1988,December,12,4.8
Gupis,precipitation,1989,January,1,0.0
Gupis,precipitation,1989,February,2,5.8
Gupis,precipitation,1989,March,3,4.8
Gupis,precipitation,1989,April,4,9.0
Gupis,precipitation,1989,May,5,89.6
Gupis,precipitation,1989,June,6,0.0
Gupis,precipitation,1989,July,7,32.8
Gupis,precipitation,1989,August,8,17.6
Gupis,precipitation,1989,September,9,3.9
Gupis,precipitation,1989,October,10,0.0
Gupis,precipitation,1989,November,11,1.8
Gupis,precipitation,1989,December,12,5.8
Gupis,precipitation,1990,January,1,1.8
Gupis,precipitation,1990,February,2,6.3
Gupis,precipitation,1990,March,3,16.5
Gupis,precipitation,1990,April,4,2.8
Gupis,precipitation,1990,May,5,9.1
Gupis,precipitation,1990,June,6,31.0
Gupis,precipitation,1990,July,7,0.0
Gupis,precipitation,1990,August,8,11.7
Gupis,precipitation,1990,September,9,3.8
Gupis,precipitation,1990,October,10,2.3
Gupis,precipitation,1990,November,11,0.0
Gupis,precipitation,1990,December,12,0.0
Gupis,precipitation,1991,January,1,14.5
Gupis,precipitation,1991,February,2,13.6
Gupis,precipitation,1991,March,3,17.5
Gupis,precipitation,1991,April,4,23.3
Gupis,precipitation,1991,May,5,28.5
Gupis,precipitation,1991,June,6,0.0
Gupis,precipitation,1991,July,7,18.5
Gupis,precipitation,1991,August,8,0.0
Gupis,precipitation,1991,September,9,0.0
Gupis,precipitation,1991,October,10,0.0
Gupis,precipitation,1991,November,11,0.0
Gupis,precipitation,1991,December,12,0.0
Gupis,precipitation,1992,January,1,17.1
Gupis,precipitation,1992,February,2,1.8
Gupis,precipitation,1992,March,3,30.4
Gupis,precipitation,1992,April,4,70.1
Gupis,precipitation,1992,May,5,0.0
Gupis,precipitation,1992,June,6,0.0
Gupis,precipitation,1992,July,7,7.1
Gupis,precipitation,1992,August,8,22.9
Gupis,precipitation,1992,September,9,118.2
Gupis,precipitation,1992,October,10,36.5
Gupis,precipitation,1992,November,11,0.0
Gupis,precipitation,1992,December,12,2.7
Gupis,precipitation,1993,January,1,4.5
Gupis,precipitation,1993,February,2,0.0
Gupis,precipitation,1993,March,3,56.1
Gupis,precipitation,1993,April,4,0.0
Gupis,precipitation,1993,May,5,9.4
Gupis,precipitation,1993,June,6,16.5
Gupis,precipitation,1993,July,7,79.7
Gupis,precipitation,1993,August,8,21.3
Gupis,precipitation,1993,September,9,5.0
Gupis,precipitation,1993,October,10,22.6
Gupis,precipitation,1993,November,11,26.4
Gupis,precipitation,1993,December,12,1.8
Gupis,precipitation,1994,January,1,9.0
Gupis,precipitation,1994,February,2,2.7
Gupis,precipitation,1994,March,3,28.7
Gupis,precipitation,1994,April,4,0.0
Gupis,precipitation,1994,May,5,0.0
Gupis,precipitation,1994,June,6,78.3
Gupis,precipitation,1994,July,7,18.0
Gupis,precipitation,1994,August,8,0.0
Gupis,precipitation,1994,September,9,10.7
Gupis,precipitation,1994,October,10,29.3
Gupis,precipitation,1994,November,11,14.0
Gupis,precipitation,1994,December,12,27.0
Gupis,precipitation,1995,January,1,0.0
Gupis,precipitation,1995,February,2,7.2
Gupis,precipitation,1995,March,3,68.6
Gupis,precipitation,1995,April,4,26.9
Gupis,precipitation,1995,May,5,106.9
Gupis,precipitation,1995,June,6,92.0
Gupis,precipitation,1995,July,7,9.7
Gupis,precipitation,1995,August,8,34.5
Gupis,precipitation,1995,September,9,5.1
Gupis,precipitation,1995,October,10,10.2
Gupis,precipitation,1995,November,11,0.0
Gupis,precipitation,1995,December,12,0.0
Gupis,precipitation,1996,January,1,2.7
Gupis,precipitation,1996,February,2,2.7
Gupis,precipitation,1996,March,3,65.8
Gupis,precipitation,1996,April,4,65.7
Gupis,precipitation,1996,May,5,97.5
Gupis,precipitation,1996,June,6,85.8
Gupis,precipitation,1996,July,7,14.2
Gupis,precipitation,1996,August,8,22.8
Gupis,precipitation,1996,September,9,0.0
Gupis,precipitation,1996,October,10,20.3
Gupis,precipitation,1996,November,11,0.0
Gupis,precipitation,1996,December,12,1.8
Gupis,precipitation,1997,March,3,20.3
Gupis,precipitation,1997,April,4,38.1
Gupis,precipitation,1997,May,5,47.7
Gupis,precipitation,1997,June,6,1.5
Gupis,precipitation,1997,July,7,21.8
Gupis,precipitation,1997,August,8,155.0
Gupis,precipitation,1997,September,9,5.6
Gupis,precipitation,1997,October,10,0.0
Gupis,precipitation,1997,November,11,0.0
Gupis,precipitation,1997,December,12,3.0
Gupis,precipitation,1998,January,1,0.0
Gupis,precipitation,1998,February,2,18.0
Gupis,precipitation,1998,March,3,12.6
Gupis,precipitation,1998,April,4,55.2
Gupis,precipitation,1998,May,5,48.5
Gupis,precipitation,1998,June,6,124.6
Gupis,precipitation,1998,July,7,10.1
Gupis,precipitation,1998,August,8,46.6
Gupis,precipitation,1998,September,9,22.7
Gupis,precipitation,1998,October,10,0.0
Gupis,precipitation,1998,November,11,0.0
Gupis,precipitation,1998,December,12,0.0
Gupis,precipitation,1999,January,1,0.0
Gupis,precipitation,1999,February,2,13.5
Gupis,precipitation,1999,March,3,35.6
Gupis,precipitation,1999,April,4,34.3
Gupis,precipitation,1999,May,5,9.6
Gupis,precipitation,1999,June,6,0.0
Gupis,precipitation,1999,July,7,37.1
Gupis,precipitation,1999,August,8,86.5
Gupis,precipitation,1999,September,9,0.0
Gupis,precipitation,1999,October,10,0.0
Gupis,precipitation,1999,November,11,0.0
Gupis,precipitation,1999,December,12,0.0
Gupis,precipitation,2000,January,1,0.0
Gupis,precipitation,2000,February,2,0.0
Gupis,precipitation,2000,March,3,0.0
Gupis,precipitation,2000,April,4,29.4
Gupis,precipitation,2000,May,5,16.5
Gupis,precipitation,2000,June,6,14.0
Gupis,precipitation,2000,July,7,20.5
Gupis,precipitation,2000,August,8,3.1
Gupis,precipitation,2000,September,9,12.0
Gupis,precipitation,2000,October,10,5.0
Gupis,precipitation,2000,November,11,0.0
Gupis,precipitation,2000,December,12,0.0
Gupis,precipitation,2001,January,1,0.0
Gupis,precipitation,2001,February,2,0.0
Gupis,precipitation,2001,March,3,4.0
Gupis,precipitation,2001,April,4,12.0
Gupis,precipitation,2001,May,5,8.1
Gupis,precipitation,2001,June,6,17.7
Gupis,precipitation,2001,July,7,65.5
Gupis,precipitation,2001,August,8,9.3
Gupis,precipitation,2001,September,9,1.1
Gupis,precipitation,2001,October,10,0.0
Gupis,precipitation,2001,November,11,7.5
Gupis,precipitation,2001,December,12,2.5
Gupis,precipitation,2002,January,1,0.0
Gupis,precipitation,2002,February,2,19.9
Gupis,precipitation,2002,March,3,22.1
Gupis,precipitation,2002,April,4,96.5
Gupis,precipitation,2002,May,5,17.7
Gupis,precipitation,2002,June,6,47.5
Gupis,precipitation,2002,July,7,18.3
Gupis,precipitation,2002,August,8,44.4
Gupis,precipitation,2002,September,9,56.5
Gupis,precipitation,2002,October,10,4.1
Gupis,precipitation,2002,November,11,0.0
Gupis,precipitation,2002,December,12,0.0
Gupis,precipitation,2003,January,1,0.0
Gupis,precipitation,2003,February,2,36.9
Gupis,precipitation,2003,March,3,44.6
Gupis,precipitation,2003,April,4,69.9
Gupis,precipitation,2003,May,5,99.4
Gupis,precipitation,2003,June,6,0.0
Gupis,precipitation,2003,July,7,22.3
Gupis,precipitation,2003,August,8,65.2
Gupis,precipitation,2003,September,9,72.0
Gupis,precipitation,2003,October,10,23.1
Gupis,precipitation,2003,November,11,0.0
Gupis,precipitation,2003,December,12,0.0
Gupis,precipitation,2004,January,1,41.8
Gupis,precipitation,2004,February,2,21.6
Gupis,precipitation,2004,March,3,24.9
Gupis,precipitation,2004,April,4,70.3
Gupis,precipitation,2004,May,5,62.0
Gupis,precipitation,2004,June,6,39.1
Gupis,precipitation,2004,July,7,22.0
Gupis,precipitation,2004,August,8,57.4
Gupis,precipitation,2004,September,9,14.5
Gupis,precipitation,2004,October,10,100.6
Gupis,precipitation,2004,November,11,9.1
Gupis,precipitation,2004,December,12,24.3
Gupis,precipitation,2005,January,1,25.9
Gupis,precipitation,2005,February,2,35.1
Gupis,precipitation,2005,March,3,21.5
Gupis,precipitation,2005,April,4,44.5
Gupis,precipitation,2005,May,5,66.4
Gupis,precipitation,2005,June,6,15.0
Gupis,precipitation,2005,July,7,9.6
Gupis,precipitation,2005,August,8,27.6
Gupis,precipitation,2005,September,9,30.5
Gupis,precipitation,2005,October,10,17.0
Gupis,precipitation,2005,November,11,0.0
Gupis,precipitation,2005,December,12,0.0
Gupis,precipitation,2006,January,1,22.1
Gupis,precipitation,2006,February,2,5.1
Gupis,precipitation,2006,March,3,0.0
Gupis,precipitation,2006,April,4,0.7
Gupis,precipitation,2006,May,5,1.0
Gupis,precipitation,2006,June,6,11.4
Gupis,precipitation,2006,July,7,7.9
Gupis,precipitation,2006,August,8,16.3
Gupis,precipitation,2006,September,9,4.6
Gupis,precipitation,2006,October,10,4.5
Gupis,precipitation,2006,November,11,0.0
Gupis,precipitation,2006,December,12,8.6
